n_iter =  2400
dt =    0.020833
Level      ,         1,         2,         3,         4,         5,         6,         7,         8,         9,        10,        11,        12,        13,        14,        15,        16,        17,        18,        19,        20,        21,        22,        23,        24,        25
P [mbar]   ,  0.050000,  0.100397,  0.101496,  0.103442,  0.106894,  0.113018,  0.123874,  0.143196,  0.173967,  0.222622,  0.302786,  0.434943,  0.652861,  1.012068,  1.604436,  2.464588,  3.460619,  4.399371,  5.222609,  5.842584,  6.213227,  6.398020,  6.468640,  6.503950,  6.516790
Temp [K]   ,   75.4485,   81.7596,   81.8756,   82.0794,   82.4359,   83.0534,   84.1054,   85.8614,   88.4110,   91.9865,   97.0549,  104.0361,  113.4445,  125.9640,  142.5915,  162.3892,  181.9997,  198.6012,  212.1711,  221.9387,  227.6267,  230.4250,  231.4883,  232.0186,  232.2113
===============================
it  ,   tau    ,  Tsfc    ,   alb    ,   OLR    ,  dn VIS  , up  VIS  ,    ASR   , NET top  , NET bot  ,  lev   01,  lev   02,  lev   03,  lev   04,  lev   05,  lev   06,  lev   07,  lev   08,  lev   09,  lev   10,  lev   11,  lev   12,  lev   13,  lev   14,  lev   15,  lev   16,  lev   17,  lev   18,  lev   19,  lev   20,  lev   21,  lev   22,  lev   23,  lev   24,  lev   25
2163,    0.0000,  218.3998,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1877,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8189,  163.9962,  171.6204,  179.9894,  189.3735,  197.8671,  203.6040,  206.8460,  208.4305,  209.0541,  209.3760,  209.4914
2164,    0.0000,  218.3999,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1877,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8186,  163.9962,  171.6201,  179.9893,  189.3732,  197.8670,  203.6039,  206.8456,  208.4301,  209.0539,  209.3757,  209.4911
2165,    0.0000,  218.4000,    0.2194,  116.2204,  148.3944,   32.5561,  115.8383,   -0.0106,   -0.1709,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8184,  163.9962,  171.6198,  179.9892,  189.3729,  197.8667,  203.6037,  206.8453,  208.4299,  209.0536,  209.3755,  209.4908
2166,    0.0000,  218.3997,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1877,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8182,  163.9962,  171.6195,  179.9892,  189.3727,  197.8667,  203.6039,  206.8461,  208.4308,  209.0544,  209.3762,  209.4916
2167,    0.0000,  218.3998,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1877,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8179,  163.9962,  171.6192,  179.9891,  189.3731,  197.8667,  203.6036,  206.8456,  208.4300,  209.0537,  209.3756,  209.4910
2168,    0.0000,  218.3999,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1877,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8177,  163.9961,  171.6189,  179.9891,  189.3728,  197.8666,  203.6034,  206.8452,  208.4297,  209.0534,  209.3753,  209.4907
2169,    0.0000,  218.4000,    0.2194,  116.2204,  148.3944,   32.5561,  115.8383,   -0.0106,   -0.1710,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8175,  163.9961,  171.6185,  179.9890,  189.3725,  197.8663,  203.6032,  206.8449,  208.4294,  209.0532,  209.3750,  209.4904
2170,    0.0000,  218.3998,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1877,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8173,  163.9961,  171.6182,  179.9890,  189.3723,  197.8663,  203.6034,  206.8456,  208.4304,  209.0539,  209.3757,  209.4912
2171,    0.0000,  218.3999,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1877,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8170,  163.9961,  171.6179,  179.9889,  189.3727,  197.8663,  203.6032,  206.8452,  208.4296,  209.0532,  209.3751,  209.4905
2172,    0.0000,  218.4000,    0.2194,  116.0221,  148.3944,   32.5561,  115.8383,    0.1876,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8168,  163.9961,  171.6176,  179.9888,  189.3724,  197.8661,  203.6030,  206.8448,  208.4293,  209.0530,  209.3748,  209.4902
2173,    0.0000,  218.4001,    0.2194,  116.2204,  148.3944,   32.5561,  115.8383,   -0.0106,   -0.1710,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8166,  163.9961,  171.6173,  179.9888,  189.3721,  197.8659,  203.6028,  206.8445,  208.4290,  209.0527,  209.3746,  209.4900
2174,    0.0000,  218.3998,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8163,  163.9961,  171.6170,  179.9888,  189.3719,  197.8658,  203.6030,  206.8452,  208.4299,  209.0535,  209.3753,  209.4908
2175,    0.0000,  218.3999,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8161,  163.9961,  171.6167,  179.9887,  189.3723,  197.8659,  203.6028,  206.8447,  208.4292,  209.0528,  209.3747,  209.4901
2176,    0.0000,  218.4000,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8159,  163.9961,  171.6163,  179.9886,  189.3720,  197.8657,  203.6026,  206.8444,  208.4288,  209.0525,  209.3744,  209.4898
2177,    0.0000,  218.4001,    0.2194,  116.2205,  148.3944,   32.5561,  115.8383,   -0.0107,   -0.1710,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8156,  163.9960,  171.6160,  179.9885,  189.3717,  197.8655,  203.6024,  206.8440,  208.4286,  209.0523,  209.3742,  209.4895
2178,    0.0000,  218.3998,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0604,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8154,  163.9960,  171.6157,  179.9885,  189.3715,  197.8654,  203.6026,  206.8448,  208.4295,  209.0531,  209.3749,  209.4903
2179,    0.0000,  218.3999,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8152,  163.9960,  171.6154,  179.9884,  189.3719,  197.8655,  203.6024,  206.8443,  208.4287,  209.0524,  209.3742,  209.4896
2180,    0.0000,  218.4000,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8150,  163.9960,  171.6151,  179.9884,  189.3716,  197.8653,  203.6022,  206.8439,  208.4284,  209.0521,  209.3740,  209.4893
2181,    0.0000,  218.4001,    0.2194,  116.2205,  148.3944,   32.5561,  115.8383,   -0.0107,   -0.1710,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8147,  163.9960,  171.6148,  179.9883,  189.3713,  197.8651,  203.6019,  206.8436,  208.4281,  209.0519,  209.3737,  209.4891
2182,    0.0000,  218.3998,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8145,  163.9960,  171.6145,  179.9883,  189.3711,  197.8650,  203.6022,  206.8443,  208.4291,  209.0526,  209.3744,  209.4899
2183,    0.0000,  218.3999,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8143,  163.9960,  171.6142,  179.9882,  189.3715,  197.8651,  203.6019,  206.8439,  208.4283,  209.0519,  209.3738,  209.4892
2184,    0.0000,  218.4000,    0.2194,  116.2205,  148.3944,   32.5561,  115.8383,   -0.0107,   -0.1710,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8140,  163.9960,  171.6138,  179.9881,  189.3712,  197.8649,  203.6017,  206.8435,  208.4280,  209.0517,  209.3735,  209.4889
2185,    0.0000,  218.3997,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8138,  163.9960,  171.6135,  179.9881,  189.3710,  197.8648,  203.6020,  206.8442,  208.4289,  209.0524,  209.3742,  209.4897
2186,    0.0000,  218.3998,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1876,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8136,  163.9959,  171.6132,  179.9881,  189.3713,  197.8649,  203.6017,  206.8437,  208.4281,  209.0518,  209.3736,  209.4890
2187,    0.0000,  218.3999,    0.2194,  116.0222,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8134,  163.9959,  171.6129,  179.9880,  189.3710,  197.8647,  203.6016,  206.8433,  208.4278,  209.0515,  209.3734,  209.4887
2188,    0.0000,  218.4000,    0.2194,  116.2205,  148.3944,   32.5561,  115.8383,   -0.0108,   -0.1711,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8131,  163.9959,  171.6126,  179.9879,  189.3708,  197.8645,  203.6013,  206.8430,  208.4275,  209.0512,  209.3731,  209.4885
2189,    0.0000,  218.3997,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8129,  163.9959,  171.6123,  179.9879,  189.3706,  197.8644,  203.6016,  206.8437,  208.4284,  209.0520,  209.3738,  209.4893
2190,    0.0000,  218.3998,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8127,  163.9959,  171.6120,  179.9878,  189.3709,  197.8645,  203.6013,  206.8432,  208.4277,  209.0513,  209.3732,  209.4886
2191,    0.0000,  218.3999,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8124,  163.9959,  171.6116,  179.9877,  189.3706,  197.8643,  203.6011,  206.8429,  208.4273,  209.0511,  209.3729,  209.4883
2192,    0.0000,  218.4000,    0.2194,  116.2206,  148.3944,   32.5561,  115.8383,   -0.0108,   -0.1711,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8122,  163.9959,  171.6113,  179.9877,  189.3704,  197.8641,  203.6009,  206.8426,  208.4271,  209.0508,  209.3727,  209.4880
2193,    0.0000,  218.3998,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8120,  163.9959,  171.6110,  179.9877,  189.3702,  197.8640,  203.6011,  206.8433,  208.4280,  209.0516,  209.3734,  209.4888
2194,    0.0000,  218.3999,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8118,  163.9958,  171.6107,  179.9876,  189.3705,  197.8641,  203.6009,  206.8428,  208.4272,  209.0509,  209.3727,  209.4881
2195,    0.0000,  218.4000,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8115,  163.9958,  171.6104,  179.9875,  189.3702,  197.8639,  203.6007,  206.8424,  208.4269,  209.0506,  209.3725,  209.4879
2196,    0.0000,  218.4001,    0.2194,  116.2206,  148.3944,   32.5561,  115.8383,   -0.0108,   -0.1711,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8113,  163.9958,  171.6101,  179.9874,  189.3700,  197.8637,  203.6005,  206.8421,  208.4266,  209.0504,  209.3722,  209.4876
2197,    0.0000,  218.3998,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0603,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8111,  163.9958,  171.6098,  179.9874,  189.3698,  197.8636,  203.6007,  206.8429,  208.4276,  209.0511,  209.3729,  209.4884
2198,    0.0000,  218.3999,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8108,  163.9958,  171.6095,  179.9873,  189.3701,  197.8636,  203.6005,  206.8424,  208.4268,  209.0504,  209.3723,  209.4877
2199,    0.0000,  218.4000,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1875,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8106,  163.9958,  171.6091,  179.9873,  189.3698,  197.8635,  203.6003,  206.8420,  208.4265,  209.0502,  209.3720,  209.4874
2200,    0.0000,  218.4001,    0.2194,  116.2206,  148.3944,   32.5561,  115.8383,   -0.0108,   -0.1711,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8104,  163.9958,  171.6088,  179.9872,  189.3696,  197.8633,  203.6001,  206.8417,  208.4262,  209.0499,  209.3718,  209.4871
2201,    0.0000,  218.3998,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8102,  163.9958,  171.6085,  179.9872,  189.3694,  197.8632,  203.6003,  206.8424,  208.4271,  209.0507,  209.3725,  209.4879
2202,    0.0000,  218.3999,    0.2194,  116.0223,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8099,  163.9958,  171.6082,  179.9871,  189.3697,  197.8632,  203.6000,  206.8419,  208.4264,  209.0500,  209.3719,  209.4873
2203,    0.0000,  218.4000,    0.2194,  116.0211,  148.3944,   32.5561,  115.8383,    0.1887,    0.0574,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8097,  163.9957,  171.6079,  179.9870,  189.3694,  197.8631,  203.5998,  206.8416,  208.4260,  209.0497,  209.3716,  209.4870
2204,    0.0000,  218.4001,    0.2194,  116.2206,  148.3944,   32.5561,  115.8383,   -0.0109,   -0.1711,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8095,  163.9957,  171.6075,  179.9869,  189.3691,  197.8627,  203.6009,  206.8409,  208.4263,  209.0497,  209.3714,  209.4868
2205,    0.0000,  218.3998,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8092,  163.9957,  171.6073,  179.9869,  189.3690,  197.8627,  203.6004,  206.8421,  208.4270,  209.0504,  209.3722,  209.4876
2206,    0.0000,  218.3999,    0.2194,  116.0211,  148.3944,   32.5561,  115.8383,    0.1887,    0.0574,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8090,  163.9957,  171.6069,  179.9868,  189.3694,  197.8628,  203.5999,  206.8417,  208.4262,  209.0497,  209.3716,  209.4870
2207,    0.0000,  218.4000,    0.2194,  116.2207,  148.3944,   32.5561,  115.8383,   -0.0109,   -0.1711,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8088,  163.9957,  171.6066,  179.9867,  189.3691,  197.8626,  203.6009,  206.8410,  208.4263,  209.0496,  209.3714,  209.4868
2208,    0.0000,  218.3997,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8086,  163.9957,  171.6063,  179.9867,  189.3690,  197.8627,  203.6004,  206.8422,  208.4270,  209.0504,  209.3721,  209.4876
2209,    0.0000,  218.3998,    0.2194,  116.0211,  148.3944,   32.5561,  115.8383,    0.1887,    0.0574,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8083,  163.9957,  171.6060,  179.9866,  189.3694,  197.8628,  203.5999,  206.8417,  208.4262,  209.0497,  209.3716,  209.4869
2210,    0.0000,  218.3999,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8081,  163.9957,  171.6057,  179.9865,  189.3691,  197.8626,  203.6008,  206.8410,  208.4263,  209.0496,  209.3714,  209.4867
2211,    0.0000,  218.4000,    0.2194,  116.2194,  148.3944,   32.5561,  115.8383,   -0.0096,   -0.1739,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8079,  163.9956,  171.6053,  179.9864,  189.3689,  197.8625,  203.5999,  206.8410,  208.4259,  209.0494,  209.3712,  209.4865
2212,    0.0000,  218.3997,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8076,  163.9956,  171.6050,  179.9864,  189.3687,  197.8624,  203.6011,  206.8416,  208.4271,  209.0502,  209.3719,  209.4874
2213,    0.0000,  218.3998,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8074,  163.9956,  171.6047,  179.9863,  189.3692,  197.8625,  203.6001,  206.8415,  208.4262,  209.0496,  209.3714,  209.4868
2214,    0.0000,  218.3999,    0.2194,  116.0211,  148.3944,   32.5561,  115.8383,    0.1887,    0.0574,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8072,  163.9956,  171.6044,  179.9862,  189.3690,  197.8625,  203.5996,  206.8412,  208.4257,  209.0493,  209.3711,  209.4865
2215,    0.0000,  218.4000,    0.2194,  116.2207,  148.3944,   32.5561,  115.8383,   -0.0109,   -0.1712,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8070,  163.9956,  171.6041,  179.9861,  189.3687,  197.8622,  203.6005,  206.8405,  208.4259,  209.0492,  209.3710,  209.4863
2216,    0.0000,  218.3997,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1874,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8067,  163.9956,  171.6038,  179.9861,  189.3686,  197.8623,  203.6000,  206.8417,  208.4266,  209.0499,  209.3717,  209.4872
2217,    0.0000,  218.3998,    0.2194,  116.0211,  148.3944,   32.5561,  115.8383,    0.1886,    0.0574,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8065,  163.9956,  171.6034,  179.9860,  189.3690,  197.8624,  203.5995,  206.8413,  208.4258,  209.0493,  209.3711,  209.4865
2218,    0.0000,  218.3999,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1873,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8063,  163.9956,  171.6031,  179.9859,  189.3687,  197.8621,  203.6004,  206.8405,  208.4259,  209.0492,  209.3710,  209.4863
2219,    0.0000,  218.4000,    0.2194,  116.2195,  148.3944,   32.5561,  115.8383,   -0.0097,   -0.1739,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8060,  163.9955,  171.6028,  179.9858,  189.3685,  197.8621,  203.5995,  206.8406,  208.4254,  209.0489,  209.3707,  209.4861
2220,    0.0000,  218.3997,    0.2194,  116.0224,  148.3944,   32.5561,  115.8383,    0.1873,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8058,  163.9955,  171.6025,  179.9858,  189.3683,  197.8619,  203.6007,  206.8412,  208.4266,  209.0498,  209.3715,  209.4870
2221,    0.0000,  218.3998,    0.2194,  116.0212,  148.3944,   32.5561,  115.8383,    0.1886,    0.0574,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8056,  163.9955,  171.6022,  179.9857,  189.3688,  197.8621,  203.5997,  206.8410,  208.4258,  209.0491,  209.3710,  209.4863
2222,    0.0000,  218.3999,    0.2194,  116.0225,  148.3944,   32.5561,  115.8383,    0.1873,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8054,  163.9955,  171.6018,  179.9856,  189.3685,  197.8619,  203.6004,  206.8404,  208.4258,  209.0490,  209.3708,  209.4862
2223,    0.0000,  218.4000,    0.2194,  116.2195,  148.3944,   32.5561,  115.8383,   -0.0097,   -0.1740,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8051,  163.9955,  171.6015,  179.9855,  189.3684,  197.8619,  203.5994,  206.8404,  208.4253,  209.0488,  209.3706,  209.4859
2224,    0.0000,  218.3997,    0.2194,  116.0225,  148.3944,   32.5561,  115.8383,    0.1873,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8049,  163.9955,  171.6012,  179.9855,  189.3682,  197.8618,  203.6005,  206.8411,  208.4265,  209.0496,  209.3713,  209.4868
2225,    0.0000,  218.3998,    0.2194,  116.0212,  148.3944,   32.5561,  115.8383,    0.1886,    0.0574,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8047,  163.9955,  171.6009,  179.9854,  189.3687,  197.8620,  203.5995,  206.8409,  208.4256,  209.0490,  209.3708,  209.4862
2226,    0.0000,  218.3999,    0.2194,  116.0225,  148.3944,   32.5561,  115.8383,    0.1873,    0.0602,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.8044,  163.9954,  171.6006,  179.9853,  189.3684,  197.8618,  203.6003,  206.8402,  208.4257,  209.0489,  209.3707,  209.4860
