     7.153E-05    4.499E-05    3.371E-05    2.787E-05    2.460E-05
     2.993E-07    6.375E-07    8.582E-07    9.897E-07    1.075E-06
     1.997E-12    1.192E-10    6.871E-10    1.651E-09    2.661E-09
     2.056E-21    4.938E-17    4.197E-15    4.058E-14    1.400E-13
     1.400E-30    1.285E-23    1.495E-20    5.362E-19    3.655E-18
