n_iter =  3000
dt =    0.020833
Level      ,         1,         2,         3,         4,         5,         6,         7,         8,         9,        10,        11,        12,        13,        14,        15,        16,        17,        18,        19,        20,        21,        22,        23,        24,        25
P [mbar]   ,  0.050000,  0.100397,  0.101496,  0.103442,  0.106894,  0.113018,  0.123874,  0.143196,  0.173967,  0.222622,  0.302786,  0.434943,  0.652861,  1.012068,  1.604436,  2.464588,  3.460619,  4.399371,  5.222609,  5.842584,  6.213227,  6.398020,  6.468640,  6.503950,  6.516790
Temp [K]   ,   75.4485,   81.7596,   81.8756,   82.0794,   82.4359,   83.0534,   84.1054,   85.8614,   88.4110,   91.9865,   97.0549,  104.0361,  113.4445,  125.9640,  142.5915,  162.3892,  181.9997,  198.6012,  212.1711,  221.9387,  227.6267,  230.4250,  231.4883,  232.0186,  232.2113
===============================
it  ,   tau    ,  Tsfc    ,   alb    ,   OLR    ,  dn VIS  , up  VIS  ,    ASR   , NET top  , NET bot  ,  lev   01,  lev   02,  lev   03,  lev   04,  lev   05,  lev   06,  lev   07,  lev   08,  lev   09,  lev   10,  lev   11,  lev   12,  lev   13,  lev   14,  lev   15,  lev   16,  lev   17,  lev   18,  lev   19,  lev   20,  lev   21,  lev   22,  lev   23,  lev   24,  lev   25
 217,    0.0000,  224.6049,    0.2194,  129.2729,  148.3944,   32.5519,  115.8424,  -13.0590,  -12.8405,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5306,  161.8482,  172.0696,  183.7895,  195.4098,  204.1705,  210.0863,  213.4203,  215.0625,  215.7094,  216.0419,  216.1636
 218,    0.0000,  224.5831,    0.2194,  129.0556,  148.3944,   32.5520,  115.8424,  -12.8417,  -12.5957,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5383,  161.8658,  172.0772,  183.7817,  195.3982,  204.1583,  210.0745,  213.4073,  215.0500,  215.6968,  216.0292,  216.1509
 219,    0.0000,  224.5617,    0.2194,  129.0550,  148.3944,   32.5520,  115.8424,  -12.8411,  -12.6004,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5459,  161.8835,  172.0846,  183.7736,  195.3869,  204.1461,  210.0618,  213.3928,  215.0357,  215.6836,  216.0154,  216.1374
 220,    0.0000,  224.5403,    0.2194,  129.0566,  148.3944,   32.5520,  115.8424,  -12.8427,  -12.6011,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5535,  161.9011,  172.0921,  183.7655,  195.3750,  204.1336,  210.0488,  213.3819,  215.0226,  215.6704,  216.0021,  216.1242
 221,    0.0000,  224.5189,    0.2194,  129.0568,  148.3944,   32.5520,  115.8424,  -12.8429,  -12.6075,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5614,  161.9181,  172.0997,  183.7575,  195.3631,  204.1212,  210.0359,  213.3701,  215.0099,  215.6574,  215.9891,  216.1111
 222,    0.0000,  224.4975,    0.2194,  128.8436,  148.3944,   32.5520,  115.8424,  -12.6297,  -12.3668,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5693,  161.9351,  172.1073,  183.7495,  195.3513,  204.1088,  210.0230,  213.3578,  214.9969,  215.6443,  215.9766,  216.0983
 223,    0.0000,  224.4766,    0.2194,  128.8418,  148.3944,   32.5520,  115.8424,  -12.6279,  -12.3696,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5773,  161.9523,  172.1142,  183.7416,  195.3396,  204.0963,  210.0096,  213.3437,  214.9841,  215.6306,  215.9625,  216.0847
 224,    0.0000,  224.4556,    0.2194,  128.8406,  148.3944,   32.5520,  115.8424,  -12.6268,  -12.3735,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5853,  161.9695,  172.1211,  183.7336,  195.3273,  204.0844,  209.9964,  213.3297,  214.9704,  215.6174,  215.9493,  216.0713
 225,    0.0000,  224.4346,    0.2194,  128.8409,  148.3944,   32.5520,  115.8424,  -12.6270,  -12.3742,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.5932,  161.9867,  172.1281,  183.7255,  195.3152,  204.0720,  209.9849,  213.3156,  214.9575,  215.6043,  215.9362,  216.0581
 226,    0.0000,  224.4136,    0.2194,  128.8435,  148.3944,   32.5520,  115.8424,  -12.6296,  -12.3798,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6012,  162.0040,  172.1350,  183.7175,  195.3032,  204.0595,  209.9727,  213.3022,  214.9446,  215.5913,  215.9231,  216.0450
 227,    0.0000,  224.3926,    0.2194,  128.6261,  148.3944,   32.5520,  115.8424,  -12.4122,  -12.1347,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6086,  162.0206,  172.1421,  183.7096,  195.2913,  204.0470,  209.9601,  213.2885,  214.9312,  215.5788,  215.9104,  216.0321
 228,    0.0000,  224.3720,    0.2194,  128.6263,  148.3944,   32.5520,  115.8424,  -12.4124,  -12.1411,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6160,  162.0373,  172.1491,  183.7013,  195.2799,  204.0344,  209.9467,  213.2769,  214.9172,  215.5647,  215.8958,  216.0180
 229,    0.0000,  224.3514,    0.2194,  128.6244,  148.3944,   32.5520,  115.8423,  -12.4106,  -12.1423,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6233,  162.0540,  172.1561,  183.6931,  195.2676,  204.0216,  209.9334,  213.2644,  214.9037,  215.5511,  215.8829,  216.0048
 230,    0.0000,  224.3308,    0.2194,  128.6243,  148.3944,   32.5520,  115.8423,  -12.4104,  -12.1529,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6307,  162.0705,  172.1629,  183.6857,  195.2554,  204.0089,  209.9201,  213.2516,  214.8904,  215.5377,  215.8694,  215.9913
 231,    0.0000,  224.3101,    0.2194,  128.6225,  148.3944,   32.5520,  115.8423,  -12.4087,  -12.1557,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6380,  162.0871,  172.1698,  183.6783,  195.2432,  203.9961,  209.9068,  213.2383,  214.8783,  215.5246,  215.8563,  215.9783
 232,    0.0000,  224.2895,    0.2194,  128.4084,  148.3944,   32.5521,  115.8423,  -12.1946,  -11.9090,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6454,  162.1037,  172.1766,  183.6708,  195.2313,  203.9843,  209.8936,  213.2248,  214.8649,  215.5116,  215.8432,  215.9652
 233,    0.0000,  224.2693,    0.2194,  128.4085,  148.3944,   32.5521,  115.8423,  -12.1947,  -11.9147,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6530,  162.1197,  172.1835,  183.6633,  195.2193,  203.9717,  209.8817,  213.2098,  214.8510,  215.4976,  215.8288,  215.9510
 234,    0.0000,  224.2491,    0.2194,  128.4080,  148.3944,   32.5521,  115.8423,  -12.1942,  -11.9194,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6606,  162.1356,  172.1904,  183.6557,  195.2067,  203.9589,  209.8691,  213.1951,  214.8372,  215.4846,  215.8157,  215.9376
 235,    0.0000,  224.2289,    0.2194,  128.4059,  148.3944,   32.5521,  115.8423,  -12.1922,  -11.9212,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6682,  162.1515,  172.1973,  183.6482,  195.1944,  203.9460,  209.8559,  213.1841,  214.8239,  215.4712,  215.8021,  215.9240
 236,    0.0000,  224.2086,    0.2194,  128.4080,  148.3944,   32.5521,  115.8423,  -12.1942,  -11.9275,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6758,  162.1675,  172.2042,  183.6405,  195.1826,  203.9332,  209.8426,  213.1721,  214.8109,  215.4578,  215.7888,  215.9107
 237,    0.0000,  224.1884,    0.2194,  128.1939,  148.3944,   32.5521,  115.8423,  -11.9802,  -11.6880,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6835,  162.1836,  172.2104,  183.6329,  195.1706,  203.9205,  209.8294,  213.1595,  214.7976,  215.4445,  215.7760,  215.8977
 238,    0.0000,  224.1685,    0.2194,  128.1943,  148.3944,   32.5521,  115.8423,  -11.9805,  -11.6889,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6911,  162.1997,  172.2166,  183.6253,  195.1588,  203.9079,  209.8158,  213.1451,  214.7845,  215.4305,  215.7616,  215.8839
 239,    0.0000,  224.1487,    0.2194,  128.1939,  148.3944,   32.5521,  115.8423,  -11.9802,  -11.6917,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.6988,  162.2159,  172.2228,  183.6177,  195.1464,  203.8951,  209.8024,  213.1311,  214.7707,  215.4168,  215.7479,  215.8702
 240,    0.0000,  224.1289,    0.2194,  128.1940,  148.3944,   32.5521,  115.8423,  -11.9803,  -11.6956,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7067,  162.2313,  172.2291,  183.6101,  195.1340,  203.8829,  209.7891,  213.1170,  214.7568,  215.4034,  215.7345,  215.8566
 241,    0.0000,  224.1090,    0.2194,  128.1942,  148.3944,   32.5521,  115.8423,  -11.9805,  -11.7013,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7138,  162.2469,  172.2355,  183.6024,  195.1216,  203.8702,  209.7773,  213.1028,  214.7437,  215.3901,  215.7211,  215.8432
 242,    0.0000,  224.0892,    0.2194,  127.9779,  148.3944,   32.5521,  115.8423,  -11.7642,  -11.4567,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7209,  162.2626,  172.2419,  183.5948,  195.1094,  203.8575,  209.7649,  213.0887,  214.7302,  215.3774,  215.7082,  215.8300
 243,    0.0000,  224.0697,    0.2194,  127.9758,  148.3944,   32.5521,  115.8422,  -11.7621,  -11.4642,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7280,  162.2781,  172.2480,  183.5879,  195.0973,  203.8445,  209.7513,  213.0768,  214.7160,  215.3630,  215.6934,  215.8155
 244,    0.0000,  224.0503,    0.2194,  127.9762,  148.3944,   32.5521,  115.8422,  -11.7625,  -11.4651,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7350,  162.2936,  172.2541,  183.5807,  195.0849,  203.8313,  209.7376,  213.0639,  214.7022,  215.3491,  215.6801,  215.8020
 245,    0.0000,  224.0308,    0.2194,  127.9775,  148.3944,   32.5521,  115.8422,  -11.7638,  -11.4757,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7420,  162.3091,  172.2602,  183.5737,  195.0726,  203.8183,  209.7241,  213.0508,  214.6886,  215.3354,  215.6664,  215.7883
 246,    0.0000,  224.0113,    0.2194,  127.9779,  148.3944,   32.5522,  115.8422,  -11.7642,  -11.4765,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7494,  162.3239,  172.2664,  183.5666,  195.0603,  203.8054,  209.7106,  213.0372,  214.6763,  215.3221,  215.6530,  215.7751
 247,    0.0000,  223.9919,    0.2194,  127.7613,  148.3944,   32.5522,  115.8422,  -11.5476,  -11.2330,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7567,  162.3388,  172.2726,  183.5596,  195.0482,  203.7926,  209.6972,  213.0237,  214.6627,  215.3086,  215.6394,  215.7616
 248,    0.0000,  223.9728,    0.2194,  127.7615,  148.3944,   32.5522,  115.8422,  -11.5478,  -11.2387,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7640,  162.3537,  172.2788,  183.5524,  195.0358,  203.7802,  209.6848,  213.0082,  214.6484,  215.2944,  215.6249,  215.7472
 249,    0.0000,  223.9537,    0.2194,  127.7611,  148.3944,   32.5522,  115.8422,  -11.5474,  -11.2434,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7713,  162.3685,  172.2850,  183.5452,  195.0230,  203.7673,  209.6720,  212.9933,  214.6342,  215.2812,  215.6115,  215.7335
 250,    0.0000,  223.9347,    0.2194,  127.7613,  148.3944,   32.5522,  115.8422,  -11.5477,  -11.2499,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7786,  162.3833,  172.2911,  183.5379,  195.0105,  203.7542,  209.6585,  212.9819,  214.6208,  215.2675,  215.5977,  215.7197
 251,    0.0000,  223.9156,    0.2194,  127.7594,  148.3944,   32.5522,  115.8422,  -11.5457,  -11.2518,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7859,  162.3982,  172.2973,  183.5308,  194.9980,  203.7411,  209.6451,  212.9696,  214.6073,  215.2539,  215.5846,  215.7063
 252,    0.0000,  223.8965,    0.2194,  127.5493,  148.3944,   32.5522,  115.8422,  -11.3357,  -11.0131,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.7932,  162.4130,  172.3035,  183.5234,  194.9862,  203.7283,  209.6317,  212.9567,  214.5938,  215.2403,  215.5711,  215.6929
 253,    0.0000,  223.8778,    0.2194,  127.5509,  148.3944,   32.5522,  115.8422,  -11.3372,  -11.0139,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8008,  162.4274,  172.3091,  183.5161,  194.9741,  203.7154,  209.6178,  212.9421,  214.5805,  215.2261,  215.5565,  215.6788
 254,    0.0000,  223.8591,    0.2194,  127.5512,  148.3944,   32.5522,  115.8422,  -11.3376,  -11.0148,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8076,  162.4419,  172.3147,  183.5088,  194.9616,  203.7024,  209.6042,  212.9278,  214.5665,  215.2122,  215.5425,  215.6649
 255,    0.0000,  223.8404,    0.2194,  127.5480,  148.3944,   32.5522,  115.8422,  -11.3343,  -11.0256,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8144,  162.4564,  172.3203,  183.5016,  194.9491,  203.6893,  209.5906,  212.9137,  214.5525,  215.1983,  215.5286,  215.6509
 256,    0.0000,  223.8217,    0.2194,  127.5454,  148.3944,   32.5522,  115.8422,  -11.3318,  -11.0308,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8212,  162.4709,  172.3259,  183.4943,  194.9364,  203.6767,  209.5784,  212.8987,  214.5386,  215.1854,  215.5155,  215.6375
 257,    0.0000,  223.8030,    0.2194,  127.5457,  148.3944,   32.5522,  115.8421,  -11.3321,  -11.0316,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8280,  162.4854,  172.3314,  183.4877,  194.9239,  203.6638,  209.5654,  212.8875,  214.5254,  215.1719,  215.5020,  215.6239
 258,    0.0000,  223.7842,    0.2194,  127.3332,  148.3944,   32.5522,  115.8421,  -11.1196,  -10.7892,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8347,  162.4998,  172.3368,  183.4812,  194.9116,  203.6509,  209.5522,  212.8754,  214.5124,  215.1586,  215.4886,  215.6104
 259,    0.0000,  223.7659,    0.2194,  127.3322,  148.3944,   32.5522,  115.8421,  -11.1186,  -10.8008,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8415,  162.5142,  172.3422,  183.4747,  194.8993,  203.6379,  209.5385,  212.8615,  214.4979,  215.1441,  215.4742,  215.5961
 260,    0.0000,  223.7476,    0.2194,  127.3326,  148.3944,   32.5523,  115.8421,  -11.1190,  -10.8017,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8485,  162.5280,  172.3477,  183.4679,  194.8870,  203.6247,  209.5247,  212.8473,  214.4851,  215.1303,  215.4605,  215.5826
 261,    0.0000,  223.7293,    0.2194,  127.3329,  148.3944,   32.5523,  115.8421,  -11.1193,  -10.8025,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8555,  162.5418,  172.3531,  183.4612,  194.8748,  203.6118,  209.5111,  212.8332,  214.4712,  215.1165,  215.4467,  215.5689
 262,    0.0000,  223.7109,    0.2194,  127.3298,  148.3944,   32.5523,  115.8421,  -11.1162,  -10.8085,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8625,  162.5555,  172.3586,  183.4545,  194.8624,  203.5989,  209.4977,  212.8193,  214.4574,  215.1028,  215.4329,  215.5551
 263,    0.0000,  223.6926,    0.2194,  127.1174,  148.3944,   32.5523,  115.8421,  -10.9039,  -10.5656,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8695,  162.5693,  172.3641,  183.4476,  194.8499,  203.5865,  209.4857,  212.8049,  214.4440,  215.0895,  215.4196,  215.5416
 264,    0.0000,  223.6747,    0.2194,  127.1170,  148.3944,   32.5523,  115.8421,  -10.9034,  -10.5704,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8765,  162.5830,  172.3695,  183.4407,  194.8375,  203.5736,  209.4726,  212.7894,  214.4292,  215.0757,  215.4051,  215.5273
 265,    0.0000,  223.6567,    0.2194,  127.1173,  148.3944,   32.5523,  115.8421,  -10.9037,  -10.5768,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8835,  162.5968,  172.3750,  183.4338,  194.8247,  203.5604,  209.4591,  212.7777,  214.4154,  215.0617,  215.3912,  215.5133
 266,    0.0000,  223.6388,    0.2194,  127.1190,  148.3944,   32.5523,  115.8421,  -10.9055,  -10.5830,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8905,  162.6105,  172.3804,  183.4269,  194.8120,  203.5471,  209.4454,  212.7650,  214.4017,  215.0479,  215.3779,  215.4996
 267,    0.0000,  223.6208,    0.2194,  127.1167,  148.3944,   32.5523,  115.8421,  -10.9032,  -10.5893,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.8978,  162.6236,  172.3860,  183.4201,  194.7996,  203.5340,  209.4319,  212.7519,  214.3881,  215.0340,  215.3640,  215.4860
 268,    0.0000,  223.6029,    0.2194,  127.1182,  148.3944,   32.5523,  115.8421,  -10.9047,  -10.5901,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9051,  162.6367,  172.3915,  183.4131,  194.7876,  203.5211,  209.4182,  212.7384,  214.3757,  215.0207,  215.3506,  215.4727
 269,    0.0000,  223.5849,    0.2194,  126.9063,  148.3944,   32.5523,  115.8421,  -10.6928,  -10.3428,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9115,  162.6499,  172.3970,  183.4061,  194.7756,  203.5083,  209.4048,  212.7248,  214.3622,  215.0072,  215.3371,  215.4593
 270,    0.0000,  223.5673,    0.2194,  126.9027,  148.3944,   32.5523,  115.8421,  -10.6892,  -10.3538,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9179,  162.6631,  172.4026,  183.3990,  194.7635,  203.4955,  209.3911,  212.7100,  214.3474,  214.9926,  215.3221,  215.4446
 271,    0.0000,  223.5498,    0.2194,  126.9023,  148.3944,   32.5523,  115.8420,  -10.6888,  -10.3586,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9244,  162.6764,  172.4072,  183.3927,  194.7504,  203.4827,  209.3787,  212.6944,  214.3331,  214.9794,  215.3087,  215.4308
 272,    0.0000,  223.5322,    0.2194,  126.9026,  148.3944,   32.5523,  115.8420,  -10.6891,  -10.3650,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9308,  162.6898,  172.4119,  183.3865,  194.7377,  203.4696,  209.3655,  212.6828,  214.3197,  214.9657,  215.2950,  215.4170
 273,    0.0000,  223.5146,    0.2194,  126.9043,  148.3944,   32.5524,  115.8420,  -10.6908,  -10.3658,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9372,  162.7031,  172.4166,  183.3803,  194.7251,  203.4565,  209.3521,  212.6703,  214.3062,  214.9521,  215.2819,  215.4036
 274,    0.0000,  223.4970,    0.2194,  126.6923,  148.3944,   32.5524,  115.8420,  -10.4788,  -10.1285,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9440,  162.7158,  172.4214,  183.3742,  194.7129,  203.4435,  209.3388,  212.6575,  214.2928,  214.9385,  215.2683,  215.3900
 275,    0.0000,  223.4798,    0.2194,  126.6927,  148.3944,   32.5524,  115.8420,  -10.4792,  -10.1294,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9507,  162.7285,  172.4262,  183.3679,  194.7005,  203.4304,  209.3249,  212.6428,  214.2795,  214.9242,  215.2536,  215.3757
 276,    0.0000,  223.4626,    0.2194,  126.6907,  148.3944,   32.5524,  115.8420,  -10.4773,  -10.1313,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9574,  162.7411,  172.4310,  183.3617,  194.6878,  203.4173,  209.3111,  212.6285,  214.2653,  214.9101,  215.2395,  215.3616
 277,    0.0000,  223.4454,    0.2194,  126.6895,  148.3944,   32.5524,  115.8420,  -10.4761,  -10.1400,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9642,  162.7538,  172.4357,  183.3553,  194.6755,  203.4041,  209.2973,  212.6142,  214.2511,  214.8960,  215.2253,  215.3476
 278,    0.0000,  223.4282,    0.2194,  126.6871,  148.3944,   32.5524,  115.8420,  -10.4736,  -10.1467,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9709,  162.7665,  172.4405,  183.3489,  194.6629,  203.3907,  209.2850,  212.5992,  214.2372,  214.8828,  215.2119,  215.3340
 279,    0.0000,  223.4110,    0.2194,  126.6874,  148.3944,   32.5524,  115.8420,  -10.4739,  -10.1531,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  156.9776,  162.7791,  172.4452,  183.3424,  194.6504,  203.3782,  209.2718,  212.5877,  214.2238,  214.8694,  215.1984,  215.3204
