n_iter =  3000
dt =    0.020833
Level      ,         1,         2,         3,         4,         5,         6,         7,         8,         9,        10,        11,        12,        13,        14,        15,        16,        17,        18,        19,        20,        21,        22,        23,        24,        25
P [mbar]   ,  0.050000,  0.100397,  0.101496,  0.103442,  0.106894,  0.113018,  0.123874,  0.143196,  0.173967,  0.222622,  0.302786,  0.434943,  0.652861,  1.012068,  1.604436,  2.464588,  3.460619,  4.399371,  5.222609,  5.842584,  6.213227,  6.398020,  6.468640,  6.503950,  6.516790
Temp [K]   ,   75.4485,   81.7596,   81.8756,   82.0794,   82.4359,   83.0534,   84.1054,   85.8614,   88.4110,   91.9865,   97.0549,  104.0361,  113.4445,  125.9640,  142.5915,  162.3892,  181.9997,  198.6012,  212.1711,  221.9387,  227.6267,  230.4250,  231.4883,  232.0186,  232.2113
===============================
it  ,   tau    ,  Tsfc    ,   alb    ,   OLR    ,  dn VIS  , up  VIS  ,    ASR   , NET top  , NET bot  ,  lev   01,  lev   02,  lev   03,  lev   04,  lev   05,  lev   06,  lev   07,  lev   08,  lev   09,  lev   10,  lev   11,  lev   12,  lev   13,  lev   14,  lev   15,  lev   16,  lev   17,  lev   18,  lev   19,  lev   20,  lev   21,  lev   22,  lev   23,  lev   24,  lev   25
 512,    0.0000,  220.7097,    0.2194,  120.9906,  148.3944,   32.5539,  115.8405,   -4.7787,   -4.5230,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9292,  164.3108,  172.8371,  182.1415,  192.2081,  200.8284,  206.6499,  209.9247,  211.5402,  212.1761,  212.5004,  212.6199
 513,    0.0000,  220.7020,    0.2194,  120.9908,  148.3944,   32.5539,  115.8404,   -4.7789,   -4.5288,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9312,  164.3132,  172.8368,  182.1373,  192.2002,  200.8202,  206.6414,  209.9159,  211.5314,  212.1674,  212.4916,  212.6112
 514,    0.0000,  220.6944,    0.2194,  120.7847,  148.3944,   32.5539,  115.8404,   -4.5728,   -4.2916,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9332,  164.3155,  172.8366,  182.1330,  192.1923,  200.8119,  206.6329,  209.9070,  211.5224,  212.1585,  212.4833,  212.6026
 515,    0.0000,  220.6871,    0.2194,  120.7842,  148.3944,   32.5539,  115.8404,   -4.5723,   -4.3010,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9352,  164.3178,  172.8362,  182.1285,  192.1849,  200.8036,  206.6240,  209.8970,  211.5125,  212.1488,  212.4732,  212.5930
 516,    0.0000,  220.6798,    0.2194,  120.7826,  148.3944,   32.5540,  115.8404,   -4.5707,   -4.3034,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9372,  164.3202,  172.8359,  182.1240,  192.1766,  200.7950,  206.6148,  209.8902,  211.5034,  212.1395,  212.4639,  212.5840
 517,    0.0000,  220.6725,    0.2194,  120.7825,  148.3944,   32.5540,  115.8404,   -4.5706,   -4.3081,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9391,  164.3225,  172.8355,  182.1194,  192.1683,  200.7871,  206.6058,  209.8823,  211.4946,  212.1309,  212.4552,  212.5752
 518,    0.0000,  220.6652,    0.2194,  120.7815,  148.3944,   32.5540,  115.8404,   -4.5696,   -4.3114,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9411,  164.3248,  172.8352,  182.1148,  192.1602,  200.7789,  206.5969,  209.8738,  211.4872,  212.1226,  212.4469,  212.5666
 519,    0.0000,  220.6578,    0.2194,  120.7818,  148.3944,   32.5540,  115.8404,   -4.5699,   -4.3119,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9430,  164.3271,  172.8348,  182.1102,  192.1523,  200.7705,  206.5895,  209.8648,  211.4790,  212.1141,  212.4384,  212.5580
 520,    0.0000,  220.6505,    0.2194,  120.7821,  148.3944,   32.5540,  115.8404,   -4.5702,   -4.3124,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9450,  164.3294,  172.8344,  182.1056,  192.1445,  200.7622,  206.5816,  209.8562,  211.4707,  212.1055,  212.4298,  212.5494
 521,    0.0000,  220.6432,    0.2194,  120.7822,  148.3944,   32.5540,  115.8404,   -4.5703,   -4.3175,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9470,  164.3317,  172.8340,  182.1010,  192.1367,  200.7541,  206.5734,  209.8477,  211.4623,  212.0970,  212.4213,  212.5409
 522,    0.0000,  220.6359,    0.2194,  120.7805,  148.3944,   32.5540,  115.8404,   -4.5686,   -4.3184,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9489,  164.3340,  172.8337,  182.0963,  192.1290,  200.7459,  206.5651,  209.8388,  211.4534,  212.0890,  212.4131,  212.5325
 523,    0.0000,  220.6285,    0.2194,  120.7808,  148.3944,   32.5540,  115.8404,   -4.5689,   -4.3189,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9509,  164.3362,  172.8331,  182.0925,  192.1213,  200.7378,  206.5567,  209.8300,  211.4447,  212.0804,  212.4044,  212.5239
 524,    0.0000,  220.6212,    0.2194,  120.7810,  148.3944,   32.5540,  115.8404,   -4.5691,   -4.3247,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9528,  164.3385,  172.8326,  182.0887,  192.1135,  200.7297,  206.5484,  209.8214,  211.4361,  212.0718,  212.3958,  212.5153
 525,    0.0000,  220.6139,    0.2194,  120.7813,  148.3944,   32.5540,  115.8404,   -4.5694,   -4.3252,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9548,  164.3407,  172.8321,  182.0849,  192.1058,  200.7216,  206.5400,  209.8127,  211.4273,  212.0631,  212.3877,  212.5069
 526,    0.0000,  220.6065,    0.2194,  120.7794,  148.3944,   32.5540,  115.8404,   -4.5676,   -4.3318,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9567,  164.3430,  172.8315,  182.0811,  192.0981,  200.7135,  206.5317,  209.8041,  211.4187,  212.0545,  212.3791,  212.4984
 527,    0.0000,  220.5992,    0.2194,  120.5749,  148.3944,   32.5540,  115.8404,   -4.3631,   -4.0976,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9586,  164.3452,  172.8309,  182.0771,  192.0908,  200.7055,  206.5233,  209.7954,  211.4100,  212.0458,  212.3705,  212.4902
 528,    0.0000,  220.5922,    0.2194,  120.5733,  148.3944,   32.5540,  115.8404,   -4.3614,   -4.1000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9605,  164.3474,  172.8303,  182.0731,  192.0834,  200.6974,  206.5144,  209.7885,  211.4008,  212.0365,  212.3607,  212.4808
 529,    0.0000,  220.5853,    0.2194,  120.5732,  148.3944,   32.5540,  115.8404,   -4.3614,   -4.1046,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9625,  164.3496,  172.8296,  182.0689,  192.0751,  200.6898,  206.5056,  209.7807,  211.3921,  212.0280,  212.3522,  212.4721
 530,    0.0000,  220.5783,    0.2194,  120.5722,  148.3944,   32.5540,  115.8404,   -4.3603,   -4.1080,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9644,  164.3518,  172.8290,  182.0647,  192.0671,  200.6817,  206.4969,  209.7723,  211.3848,  212.0199,  212.3440,  212.4636
 531,    0.0000,  220.5713,    0.2194,  120.5724,  148.3944,   32.5540,  115.8404,   -4.3606,   -4.1085,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9663,  164.3540,  172.8283,  182.0605,  192.0593,  200.6735,  206.4897,  209.7635,  211.3769,  212.0115,  212.3357,  212.4552
 532,    0.0000,  220.5644,    0.2194,  120.5727,  148.3944,   32.5540,  115.8403,   -4.3609,   -4.1090,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9682,  164.3562,  172.8276,  182.0563,  192.0516,  200.6653,  206.4819,  209.7550,  211.3687,  212.0032,  212.3273,  212.4468
 533,    0.0000,  220.5574,    0.2194,  120.5729,  148.3944,   32.5540,  115.8403,   -4.3610,   -4.1140,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9701,  164.3584,  172.8270,  182.0521,  192.0440,  200.6573,  206.4739,  209.7467,  211.3604,  211.9948,  212.3189,  212.4384
 534,    0.0000,  220.5504,    0.2194,  120.5731,  148.3944,   32.5540,  115.8403,   -4.3613,   -4.1145,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9720,  164.3606,  172.8263,  182.0480,  192.0364,  200.6493,  206.4657,  209.7379,  211.3517,  211.9869,  212.3108,  212.4302
 535,    0.0000,  220.5434,    0.2194,  120.5734,  148.3944,   32.5541,  115.8403,   -4.3616,   -4.1150,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9739,  164.3628,  172.8257,  182.0438,  192.0289,  200.6414,  206.4576,  209.7293,  211.3432,  211.9785,  212.3024,  212.4218
 536,    0.0000,  220.5365,    0.2194,  120.5736,  148.3944,   32.5541,  115.8403,   -4.3618,   -4.1208,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9758,  164.3650,  172.8250,  182.0396,  192.0214,  200.6335,  206.4495,  209.7209,  211.3348,  211.9701,  212.2940,  212.4134
 537,    0.0000,  220.5295,    0.2194,  120.5739,  148.3944,   32.5541,  115.8403,   -4.3621,   -4.1213,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9778,  164.3672,  172.8244,  182.0355,  192.0138,  200.6256,  206.4413,  209.7124,  211.3262,  211.9617,  212.2861,  212.4053
 538,    0.0000,  220.5225,    0.2194,  120.5741,  148.3944,   32.5541,  115.8403,   -4.3624,   -4.1268,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9797,  164.3694,  172.8237,  182.0313,  192.0064,  200.6178,  206.4332,  209.7040,  211.3179,  211.9533,  212.2777,  212.3969
 539,    0.0000,  220.5155,    0.2194,  120.5716,  148.3944,   32.5541,  115.8403,   -4.3598,   -4.1320,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9816,  164.3716,  172.8231,  182.0271,  191.9989,  200.6100,  206.4251,  209.6956,  211.3095,  211.9449,  212.2694,  212.3888
 540,    0.0000,  220.5084,    0.2194,  120.5719,  148.3944,   32.5541,  115.8403,   -4.3601,   -4.1324,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9835,  164.3738,  172.8224,  182.0228,  191.9919,  200.6022,  206.4168,  209.6901,  211.3015,  211.9367,  212.2611,  212.3808
 541,    0.0000,  220.5014,    0.2194,  120.5699,  148.3944,   32.5541,  115.8403,   -4.3581,   -4.1389,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9854,  164.3760,  172.8217,  182.0184,  191.9847,  200.5945,  206.4086,  209.6836,  211.2938,  211.9288,  212.2532,  212.3728
 542,    0.0000,  220.4944,    0.2194,  120.3664,  148.3944,   32.5541,  115.8403,   -4.1546,   -3.9013,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9873,  164.3781,  172.8210,  182.0140,  191.9774,  200.5876,  206.4005,  209.6761,  211.2872,  211.9216,  212.2459,  212.3653
 543,    0.0000,  220.4878,    0.2194,  120.3653,  148.3944,   32.5541,  115.8403,   -4.1535,   -3.9047,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9892,  164.3803,  172.8202,  182.0094,  191.9704,  200.5803,  206.3923,  209.6672,  211.2784,  211.9129,  212.2369,  212.3565
 544,    0.0000,  220.4812,    0.2194,  120.3656,  148.3944,   32.5541,  115.8403,   -4.1538,   -3.9051,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9911,  164.3825,  172.8194,  182.0049,  191.9627,  200.5724,  206.3855,  209.6583,  211.2705,  211.9048,  212.2287,  212.3482
 545,    0.0000,  220.4745,    0.2194,  120.3657,  148.3944,   32.5541,  115.8403,   -4.1540,   -3.9102,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9930,  164.3846,  172.8186,  182.0003,  191.9552,  200.5646,  206.3781,  209.6498,  211.2625,  211.8967,  212.2206,  212.3400
 546,    0.0000,  220.4679,    0.2194,  120.3640,  148.3944,   32.5541,  115.8403,   -4.1523,   -3.9111,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9948,  164.3868,  172.8179,  181.9958,  191.9477,  200.5568,  206.3704,  209.6412,  211.2541,  211.8891,  212.2128,  212.3321
 547,    0.0000,  220.4613,    0.2194,  120.3643,  148.3944,   32.5541,  115.8403,   -4.1525,   -3.9115,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9967,  164.3889,  172.8169,  181.9920,  191.9403,  200.5490,  206.3624,  209.6328,  211.2458,  211.8808,  212.2045,  212.3238
 548,    0.0000,  220.4546,    0.2194,  120.3645,  148.3944,   32.5541,  115.8403,   -4.1527,   -3.9173,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  157.9986,  164.3910,  172.8160,  181.9883,  191.9329,  200.5412,  206.3545,  209.6244,  211.2376,  211.8726,  212.1963,  212.3156
 549,    0.0000,  220.4480,    0.2194,  120.3660,  148.3944,   32.5541,  115.8403,   -4.1542,   -3.9178,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0004,  164.3931,  172.8151,  181.9845,  191.9255,  200.5334,  206.3465,  209.6161,  211.2292,  211.8643,  212.1885,  212.3076
 550,    0.0000,  220.4413,    0.2194,  120.3662,  148.3944,   32.5541,  115.8403,   -4.1545,   -3.9233,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0014,  164.3953,  172.8142,  181.9808,  191.9182,  200.5257,  206.3385,  209.6079,  211.2209,  211.8561,  212.1803,  212.2994
 551,    0.0000,  220.4347,    0.2194,  120.3657,  148.3944,   32.5541,  115.8403,   -4.1540,   -3.9275,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0024,  164.3975,  172.8133,  181.9771,  191.9109,  200.5180,  206.3306,  209.5997,  211.2127,  211.8478,  212.1721,  212.2915
 552,    0.0000,  220.4280,    0.2194,  120.3660,  148.3944,   32.5541,  115.8402,   -4.1543,   -3.9279,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0034,  164.3997,  172.8124,  181.9734,  191.9036,  200.5103,  206.3224,  209.5944,  211.2050,  211.8398,  212.1640,  212.2834
 553,    0.0000,  220.4213,    0.2194,  120.3653,  148.3944,   32.5541,  115.8402,   -4.1536,   -3.9334,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0043,  164.4020,  172.8115,  181.9696,  191.8963,  200.5027,  206.3144,  209.5880,  211.1974,  211.8319,  212.1562,  212.2755
 554,    0.0000,  220.4147,    0.2194,  120.3637,  148.3944,   32.5541,  115.8402,   -4.1520,   -3.9358,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0056,  164.4035,  172.8106,  181.9658,  191.8895,  200.4951,  206.3063,  209.5808,  211.1910,  211.8245,  212.1486,  212.2680
 555,    0.0000,  220.4080,    0.2194,  120.3626,  148.3944,   32.5541,  115.8402,   -4.1509,   -3.9391,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0069,  164.4050,  172.8097,  181.9618,  191.8826,  200.4885,  206.2984,  209.5731,  211.1832,  211.8170,  212.1412,  212.2604
 556,    0.0000,  220.4013,    0.2194,  120.3628,  148.3944,   32.5542,  115.8402,   -4.1511,   -3.9395,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0082,  164.4065,  172.8089,  181.9577,  191.8757,  200.4814,  206.2922,  209.5650,  211.1760,  211.8097,  212.1338,  212.2530
 557,    0.0000,  220.3946,    0.2194,  120.1596,  148.3944,   32.5542,  115.8402,   -3.9479,   -3.7022,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0094,  164.4080,  172.8080,  181.9537,  191.8689,  200.4743,  206.2855,  209.5574,  211.1688,  211.8023,  212.1265,  212.2456
 558,    0.0000,  220.3883,    0.2194,  120.1597,  148.3944,   32.5542,  115.8402,   -3.9480,   -3.7072,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0107,  164.4095,  172.8071,  181.9496,  191.8622,  200.4671,  206.2781,  209.5488,  211.1604,  211.7940,  212.1177,  212.2371
 559,    0.0000,  220.3820,    0.2194,  120.1600,  148.3944,   32.5542,  115.8402,   -3.9483,   -3.7076,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0119,  164.4110,  172.8062,  181.9456,  191.8548,  200.4596,  206.2704,  209.5401,  211.1520,  211.7865,  212.1100,  212.2293
 560,    0.0000,  220.3758,    0.2194,  120.1603,  148.3944,   32.5542,  115.8402,   -3.9486,   -3.7081,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0132,  164.4125,  172.8053,  181.9415,  191.8476,  200.4521,  206.2628,  209.5317,  211.1439,  211.7785,  212.1020,  212.2213
 561,    0.0000,  220.3695,    0.2194,  120.1605,  148.3944,   32.5542,  115.8402,   -3.9488,   -3.7139,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0144,  164.4140,  172.8044,  181.9374,  191.8404,  200.4446,  206.2551,  209.5236,  211.1359,  211.7705,  212.0940,  212.2133
 562,    0.0000,  220.3632,    0.2194,  120.1607,  148.3944,   32.5542,  115.8402,   -3.9491,   -3.7143,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0157,  164.4155,  172.8035,  181.9334,  191.8332,  200.4370,  206.2473,  209.5154,  211.1276,  211.7624,  212.0865,  212.2055
 563,    0.0000,  220.3569,    0.2194,  120.1610,  148.3944,   32.5542,  115.8402,   -3.9493,   -3.7199,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0170,  164.4170,  172.8026,  181.9293,  191.8261,  200.4296,  206.2396,  209.5074,  211.1196,  211.7544,  212.0785,  212.1975
 564,    0.0000,  220.3505,    0.2194,  120.1605,  148.3944,   32.5542,  115.8402,   -3.9488,   -3.7240,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0182,  164.4185,  172.8017,  181.9253,  191.8189,  200.4221,  206.2319,  209.4994,  211.1116,  211.7464,  212.0705,  212.1898
 565,    0.0000,  220.3442,    0.2194,  120.1608,  148.3944,   32.5542,  115.8402,   -3.9491,   -3.7244,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0195,  164.4200,  172.8008,  181.9212,  191.8119,  200.4146,  206.2240,  209.4943,  211.1041,  211.7386,  212.0627,  212.1820
 566,    0.0000,  220.3379,    0.2194,  120.1589,  148.3944,   32.5542,  115.8402,   -3.9473,   -3.7292,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0207,  164.4215,  172.7999,  181.9171,  191.8048,  200.4072,  206.2162,  209.4882,  211.0968,  211.7310,  212.0551,  212.1743
 567,    0.0000,  220.3316,    0.2194,  120.1552,  148.3944,   32.5542,  115.8402,   -3.9436,   -3.7324,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0219,  164.4228,  172.7997,  181.9129,  191.7978,  200.3998,  206.2083,  209.4812,  211.0906,  211.7238,  212.0477,  212.1668
 568,    0.0000,  220.3252,    0.2194,  120.1555,  148.3944,   32.5542,  115.8402,   -3.9438,   -3.7329,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0231,  164.4241,  172.7993,  181.9084,  191.7913,  200.3932,  206.2005,  209.4737,  211.0829,  211.7164,  212.0404,  212.1595
 569,    0.0000,  220.3189,    0.2194,  120.1544,  148.3944,   32.5542,  115.8402,   -3.9428,   -3.7362,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0242,  164.4253,  172.7990,  181.9039,  191.7847,  200.3865,  206.1932,  209.4661,  211.0754,  211.7091,  212.0330,  212.1522
 570,    0.0000,  220.3126,    0.2194,  120.1527,  148.3944,   32.5542,  115.8402,   -3.9410,   -3.7370,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0254,  164.4266,  172.7986,  181.8994,  191.7780,  200.3795,  206.1873,  209.4583,  211.0685,  211.7019,  212.0258,  212.1449
 571,    0.0000,  220.3062,    0.2194,  120.1528,  148.3944,   32.5542,  115.8402,   -3.9411,   -3.7420,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0265,  164.4278,  172.7981,  181.8956,  191.7713,  200.3725,  206.1807,  209.4509,  211.0615,  211.6947,  212.0186,  212.1376
 572,    0.0000,  220.2999,    0.2194,  119.9498,  148.3944,   32.5542,  115.8402,   -3.7382,   -3.5050,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0277,  164.4290,  172.7976,  181.8919,  191.7647,  200.3655,  206.1738,  209.4432,  211.0540,  211.6880,  212.0118,  212.1306
 573,    0.0000,  220.2939,    0.2194,  119.9500,  148.3944,   32.5542,  115.8401,   -3.7384,   -3.5054,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0288,  164.4302,  172.7970,  181.8881,  191.7582,  200.3585,  206.1664,  209.4346,  211.0455,  211.6797,  212.0031,  212.1223
 574,    0.0000,  220.2880,    0.2194,  119.9502,  148.3944,   32.5542,  115.8401,   -3.7386,   -3.5112,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  155.0000,  158.0299,  164.4313,  172.7964,  181.8842,  191.7511,  200.3512,  206.1590,  209.4263,  211.0376,  211.6719,  211.9952,  212.1144
